date,rank,keyword,count
2026-04-28,1,기침 가슴통증,2
2026-04-28,2,우울증과불면증,2
2026-04-28,3,당뇨 식단,2
2026-04-28,4,공황장애,2
2026-04-28,5,공황장애치료,2
2026-04-28,6,전립선암,2
2026-04-28,7,면역력 영양제,2
2026-04-28,8,유산균,2
2026-04-28,9,유산균추천,2
2026-04-28,10,감기 빨리 낫는법,1
2026-04-28,11,감기 병원,1
2026-04-28,12,감기에 좋은 음식,1
2026-04-28,13,감기,1
2026-04-28,14,감기 증상,1
2026-04-28,15,감기 수액,1
2026-04-28,16,감기약,1
2026-04-28,17,목감기,1
2026-04-28,18,코감기약,1
2026-04-28,19,추감기,1
2026-04-28,20,두통 원인,1
